joint1,joint2,joint3,joint4,joint5,joint6,joint7
0.0006157254206567547,1.2077334054476903,0.008573631052860534,0.10661114956608529,-0.008987952266343238,1.0972397189314118,0.7849612185541183
0.0006145170920343315,1.2059103530803634,0.008572125565937122,0.107140141291916,-0.008989436555311205,1.0951094069242515,0.7849665692424992
0.000613618124723248,1.2045540461501065,0.008571005520027179,0.10753369835953051,-0.008990540830454277,1.0935245062430068,0.7849705500254227
0.0006129929232554807,1.2036107803905123,0.008570226565844719,0.10780740403635453,-0.008991308816599885,1.0924222612336913,0.7849733185257853
0.0006125997971906161,1.2030176558133818,0.008569736760224855,0.10797950989535894,-0.008991791725529021,1.0917291706615015,0.7849750593560764
0.0006123907123414587,1.2027022013731286,0.008569476256169543,0.10807104472549399,-0.008992048561566185,1.0913605491156657,0.7849759852199947
0.0006123110419996595,1.2025819996312124,0.008569376992893365,0.10810592344211442,-0.00899214642716931,1.0912200884143302,0.7849763380140643
0.0006122993181613226,1.2025643114205402,0.008569362385869264,0.10811105599741451,-0.008992160828519722,1.0911994190094052,0.7849763899292507
0.0006380442919013777,1.2327184864569563,0.008584683911436759,1.632413576590459e-05,-0.009102835604108664,1.1266519169803644,0.7853482869839253
0.0006380643202362098,1.2327167942100457,0.008584630845545869,2.1019646328757638e-05,-0.009102775225453384,1.1266503941083303,0.7852737558920794
0.0006382004244911363,1.2327052944020567,0.008584270231765338,5.2928388219454e-05,-0.009102364917159692,1.1266400453017387,0.7847672735105131
0.0006385576130881497,1.2326751145940573,0.008583323845993624,0.00013666889107553923,-0.009101288114352563,1.1266128861529727,0.7834380738364742
0.0006392292071712466,1.232618369836104,0.008581544430049434,0.00029411967954960427,-0.009099263485347113,1.1265618209068655,0.7809388825302485
0.0006402972655983549,1.2325281267585488,0.008578714565638239,0.000544518909854193,-0.00909604365044168,1.1264806101460654,0.7769643354001403
0.000641833009933261,1.2323983676633512,0.008574645548318832,0.0009045640063067109,-0.009091413900710906,1.1263638384764014,0.7712493968874535
0.0006438972494375371,1.2322239546153861,0.008569176261469845,0.0013885112978743283,-0.009085190916798836,1.1262068822122484,0.763567778551471
0.0006465408060624676,1.2320005935337541,0.008562172050256306,0.0020082756547188936,-0.009077221487711994,1.1260058770618935,0.7537303575544356
0.0006498049394409772,1.2317247982830912,0.00855352359559616,0.002773530124741838,-0.009067381229612469,1.1257576858129001,0.7415835951465308
0.0006537217718795571,1.2313938547648773,0.008543145788126809,0.00369180557012908,-0.009055573304611004,1.1254598660174748,0.7270079551508606
0.0006583147133501932,1.2310057850087472,0.008530976602171655,0.004768590303895938,-0.00904172713956008,1.1251106376778317,0.7099163224484304
0.0006635988864822918,1.230559311263799,0.008516975969706632,0.0060074297264320385,-0.009025797144847005,1.1247088509315586,0.690252421463127
0.000669581551554608,1.230053820089904,0.008501124654326744,0.00741002596204621,-0.009007761433186996,1.1242539537369822,0.6679892346466996
0.000676262531487172,1.2294893264490168,0.008483423125212601,0.008976337495511412,-0.008987620538416268,1.1237459595585337,0.6431274209637394
0.000683634636833217,1.2288664377964842,0.008463890431096953,0.010704678808609628,-0.008965396134285118,1.1231854150521137,0.6156937343766611
0.0006916840907711054,1.2281863181723547,0.008442563074231236,0.012591820016676775,-0.008941129753251011,1.1225733677504588,0.5857394423306822
0.0007003909540962564,1.2274506522926887,0.008419493884352099,0.014633086505147611,-0.008914881505271664,1.1219113337485056,0.5533387442388044
0.0007097295502130733,1.2266616096408671,0.008394750892647941,0.01682245856610064,-0.00888672879659814,1.1212012653887575,0.5185871899667933
0.0007196688901268705,1.225821808558902,0.008368416205725461,0.01915267103480304,-0.008856765048567925,1.1204455189466493,0.4816000983181596
0.0007301730974358,1.2249342803387455,0.008340584879576177,0.021615312926255525,-0.008825098416398013,1.1196468223159135,0.44251097551913854
0.0007412018333227796,1.224002433313599,0.008311363793542971,0.024200927071737318,-0.008791850507978006,1.1188082426939443,0.40146993370367096
0.0007527107215474192,1.2230300169492234,0.00828087052428663,0.026899109755350984,-0.00875715510266318,1.1179331542671649,0.358642109398384
0.0007646517734379483,1.2220210859352487,0.008249232219752376,0.029698610350567416,-0.008721156870067583,1.1170252058963916,0.3142060820075704
0.000776973812883143,1.220979964276483,0.008216584473136406,0.03258743095677065,-0.008684010088857125,1.1160882888021997,0.2683522922981707
0.0007896229013242529,1.219911209384222,0.008183070196852424,0.035552926035802845,-0.008645877365542651,1.115126504250289,0.2212814608847522
0.0008025427627469287,1.218819576167559,0.008148838496498188,0.038581902048509205,-0.008606928353273034,1.1141441312368494,0.17320300671448918
0.0008156752086731489,1.2177099811246954,0.008114043544822036,0.041660717091282794,-0.008567338470628265,1.1131455941739263,0.1243334655521452
0.0008289605631531473,1.2165874664342475,0.00807884345568943,0.04477538053260952,-0.008527287620412528,1.112135430574786,0.07489490846505154
0.0008423380877573398,1.2154571640465588,0.008043399158049486,0.0479116526496131,-0.008486958908447298,1.1111182587392803,0.02511336030808775
0.0008557464065682512,1.2143242597750081,0.008007873269901522,0.0510551442645997,-0.008446537362364418,1.1100987454392137,-0.024782781791334862
